Entrez Gene ID	Gene Symbol	Gene Name
1047	CLGN	calmegin
10446	LRRN2	leucine rich repeat neuronal 2
100128883	[No Symbol]	[No Name]
3713	IVL	involucrin
477	ATP1A2	ATPase, Na+/K+ transporting, alpha 2 polypeptide
54922	RASIP1	Ras interacting protein 1
79846	C7orf63	chromosome 7 open reading frame 63
343450	KCNT2	potassium channel, subfamily T, member 2
7448	VTN	vitronectin
131669	UROC1	urocanase domain containing 1
7455	ZAN	zonadhesin
5912	RAP2B	RAP2B, member of RAS oncogene family
654790	PCP4L1	Purkinje cell protein 4 like 1
2840	GPR17	G protein-coupled receptor 17
100130848	TSPY20P	testis specific protein, Y-linked 20, pseudogene
381	ARF5	ADP-ribosylation factor 5
646583	RPS4XP18	ribosomal protein S4X pseudogene 18
64098	PARVG	parvin, gamma
285126	DNAJC5G	DnaJ (Hsp40) homolog, subfamily C, member 5 gamma
8209	C21orf33	chromosome 21 open reading frame 33
100130014	LOC100130014	SET nuclear oncogene pseudogene
285676	ZNF454	zinc finger protein 454
54437	SEMA5B	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B
7053	TGM3	transglutaminase 3 (E polypeptide, protein-glutamine-gamma-glutamyltransferase)
28338	IGHVIII-82	immunoglobulin heavy variable (III)-82 (pseudogene)
5126	PCSK2	proprotein convertase subtilisin/kexin type 2
283422	C12orf36	chromosome 12 open reading frame 36
347365	ITIH5L	inter-alpha (globulin) inhibitor H5-like
4640	MYO1A	myosin IA
728716	LOC728716	hypothetical LOC728716
55644	OSGEP	O-sialoglycoprotein endopeptidase
84708	LNX1	ligand of numb-protein X 1
3775	KCNK1	potassium channel, subfamily K, member 1
50861	STMN3	stathmin-like 3
2040	STOM	stomatin
1814	DRD3	dopamine receptor D3
4947	OAZ2	ornithine decarboxylase antizyme 2
729650	METTL15P3	methyltransferase like 15 pseudogene 3
84539	MCHR2	melanin-concentrating hormone receptor 2
158800	RHOXF1	Rhox homeobox family, member 1
100131102	[No Symbol]	[No Name]
5660	PSAP	prosaposin
89870	TRIM15	tripartite motif containing 15
285755	PPIL6	peptidylprolyl isomerase (cyclophilin)-like 6
347730	LRRTM1	leucine rich repeat transmembrane neuronal 1
5678	PSG9	pregnancy specific beta-1-glycoprotein 9
8572	PDLIM4	PDZ and LIM domain 4
89765	RSPH1	radial spoke head 1 homolog (Chlamydomonas)
11258	DCTN3	dynactin 3 (p22)
1294	COL7A1	collagen, type VII, alpha 1
148304	C1orf74	chromosome 1 open reading frame 74
6357	CCL13	chemokine (C-C motif) ligand 13
342850	ANKRD62	ankyrin repeat domain 62
140456	ASB11	ankyrin repeat and SOCS box containing 11
4625	MYH7	myosin, heavy chain 7, cardiac muscle, beta
100128066	[No Symbol]	[No Name]
54016	TUBAP	tubulin, alpha pseudogene
22800	RRAS2	related RAS viral (r-ras) oncogene homolog 2
55269	PSPC1	paraspeckle component 1
388514	CYP4F24P	cytochrome P450, family 4, subfamily F, polypeptide 24 pseudogene
729779	LOC729779	phosphoserine aminotransferase 1 pseudogene
3769	KCNJ13	potassium inwardly-rectifying channel, subfamily J, member 13
7559	ZNF12	zinc finger protein 12
391807	[No Symbol]	[No Name]
390206	RPS2P37	ribosomal protein S2 pseudogene 37
407023	MIR299	microRNA 299
57722	IGDCC4	immunoglobulin superfamily, DCC subclass, member 4
80018	NAA25	N(alpha)-acetyltransferase 25, NatB auxiliary subunit
148979	GLIS1	GLIS family zinc finger 1
441167	LOC441167	hCG1820801
11034	DSTN	destrin (actin depolymerizing factor)
2736	GLI2	GLI family zinc finger 2
401459	FLJ46365	hypothetical LOC401459
254050	LRRC43	leucine rich repeat containing 43
27330	RPS6KA6	ribosomal protein S6 kinase, 90kDa, polypeptide 6
351	APP	amyloid beta (A4) precursor protein
84812	PLCD4	phospholipase C, delta 4
100127914	[No Symbol]	[No Name]
728318	KRTAP9-1	keratin associated protein 9-1
51350	KRT76	keratin 76
5650	KLK7	kallikrein-related peptidase 7
4837	NNMT	nicotinamide N-methyltransferase
1129	CHRM2	cholinergic receptor, muscarinic 2
84665	MYPN	myopalladin
150147	C21orf128	chromosome 21 open reading frame 128
116071	BATF2	basic leucine zipper transcription factor, ATF-like 2
285093	C2orf85	chromosome 2 open reading frame 85
170692	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif, 18
729766	[No Symbol]	[No Name]
163702	IL28RA	interleukin 28 receptor, alpha (interferon, lambda receptor)
220164	DOK6	docking protein 6
55503	TRPV6	transient receptor potential cation channel, subfamily V, member 6
200734	SPRED2	sprouty-related, EVH1 domain containing 2
2899	GRIK3	glutamate receptor, ionotropic, kainate 3
140876	FAM65C	family with sequence similarity 65, member C
729153	[No Symbol]	[No Name]
81075	OR5BH1P	olfactory receptor, family 5, subfamily BH, member 1 pseudogene
79785	RERGL	RERG/RAS-like
91807	MYLK3	myosin light chain kinase 3
51144	HSD17B12	hydroxysteroid (17-beta) dehydrogenase 12
100130316	LOC100130316	putative RNA-binding protein 15-like
392440	LOC392440	melanoma antigen family B, 18 pseudogene
100131846	RPL23AP83	ribosomal protein L23a pseudogene 83
100132415	LOC100132415	suppressor of cytokine signaling 5-like
114818	KLHL29	kelch-like 29 (Drosophila)
345557	PLCXD3	phosphatidylinositol-specific phospholipase C, X domain containing 3
1040	CDS1	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1
145447	ABHD12B	abhydrolase domain containing 12B
7165	TPD52L2	tumor protein D52-like 2
10103	TSPAN1	tetraspanin 1
100131089	LOC100131089	hypothetical LOC100131089
326294	RPL23AP11	ribosomal protein L23a pseudogene 11
10895	PPBPL2	pro-platelet basic protein-like 2
64168	NECAB1	N-terminal EF-hand calcium binding protein 1
3566	IL4R	interleukin 4 receptor
6707	SPRR3	small proline-rich protein 3
390079	OR52E8	olfactory receptor, family 52, subfamily E, member 8
8688	KRT37	keratin 37
81228	OR5AK3P	olfactory receptor, family 5, subfamily AK, member 3 pseudogene
28316	CDH20	cadherin 20, type 2
140767	NRSN1	neurensin 1
54346	UNC93A	unc-93 homolog A (C. elegans)
494127	LOC494127	NFYC pseudogene
100129546	[No Symbol]	[No Name]
93233	CCDC114	coiled-coil domain containing 114
5926	ARID4A	AT rich interactive domain 4A (RBP1-like)
1181	CLCN2	chloride channel 2
7779	SLC30A1	solute carrier family 30 (zinc transporter), member 1
7617	ZNF66P	zinc finger protein 66, pseudogene
100128111	[No Symbol]	[No Name]
3357	HTR2B	5-hydroxytryptamine (serotonin) receptor 2B
100132420	ANKRD36P1	ankyrin repeat domain 36 pseudogene 1
441228	LOC441228	exportin, tRNA (nuclear export receptor for tRNAs) pseudogene
9603	NFE2L3	nuclear factor (erythroid-derived 2)-like 3
165721	DNAJB8	DnaJ (Hsp40) homolog, subfamily B, member 8
8831	SYNGAP1	synaptic Ras GTPase activating protein 1
440518	LOC440518	golgin A2 pseudogene
391081	HSD3BP5	hydroxy-delta-5-steroid dehydrogenase, 3 beta, pseudogene 5
100131151	RPLP0P8	ribosomal protein, large, P0 pseudogene 8
147920	IGFL2	IGF-like family member 2
80108	ZFP2	zinc finger protein 2 homolog (mouse)
390858	LOC390858	ACYL3 pseudogene
406922	MIR133A1	microRNA 133a-1
100128491	[No Symbol]	[No Name]
255631	COL24A1	collagen, type XXIV, alpha 1
644056	[No Symbol]	[No Name]
284076	TTLL6	tubulin tyrosine ligase-like family, member 6
440387	CTRB2	chymotrypsinogen B2
100132163	LOC100132163	hypothetical LOC100132163
9382	COG1	component of oligomeric golgi complex 1
100131443	[No Symbol]	[No Name]
390472	KRT8P2	keratin 8 pseudogene 2
63905	MANBAL	mannosidase, beta A, lysosomal-like
5802	PTPRS	protein tyrosine phosphatase, receptor type, S
4838	NODAL	nodal homolog (mouse)
4608	MYBPH	myosin binding protein H
100129386	[No Symbol]	[No Name]
157869	C8orf84	chromosome 8 open reading frame 84
60673	C12orf44	chromosome 12 open reading frame 44
10343	PKDREJ	polycystic kidney disease (polycystin) and REJ homolog (sperm receptor for egg jelly homolog, sea urchin)
440132	LOC440132	hCG1815504
55084	SOBP	sine oculis binding protein homolog (Drosophila)
647162	KRT18P33	keratin 18 pseudogene 33
162333	MARCH10	membrane-associated ring finger (C3HC4) 10
5081	PAX7	paired box 7
283777	FAM169B	family with sequence similarity 169, member B
3776	KCNK2	potassium channel, subfamily K, member 2
399979	SNX19	sorting nexin 19
138046	RALYL	RALY RNA binding protein-like
79906	MORN1	MORN repeat containing 1
5205	ATP8B1	ATPase, aminophospholipid transporter, class I, type 8B, member 1
9068	ANGPTL1	angiopoietin-like 1
100129859	[No Symbol]	[No Name]
3751	KCND2	potassium voltage-gated channel, Shal-related subfamily, member 2
23553	HYAL4	hyaluronoglucosaminidase 4
124871	FLJ40194	hypothetical FLJ40194
643718	[No Symbol]	[No Name]
360009	CYCSP49	cytochrome c, somatic pseudogene 49
136227	EMID2	EMI domain containing 2
1469	CST1	cystatin SN
646270	ELL2P1	elongation factor, RNA polymerase II, 2 pseudogene 1
2065	ERBB3	v-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian)
9547	CXCL14	chemokine (C-X-C motif) ligand 14
100129337	EIF4BP2	eukaryotic translation initiation factor 4B pseudogene 2
676	BRDT	bromodomain, testis-specific
159963	SLC5A12	solute carrier family 5 (sodium/glucose cotransporter), member 12
391803	KRT18P45	keratin 18 pseudogene 45
64399	HHIP	hedgehog interacting protein
503835	DUXA	double homeobox A
132884	EVC2	Ellis van Creveld syndrome 2
729902	[No Symbol]	[No Name]
286411	RP1-177G6.2	hypothetical LOC286411
79698	ZMAT4	zinc finger, matrin-type 4
169026	SLC30A8	solute carrier family 30 (zinc transporter), member 8
644623	TPTE2P2	transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 2
64798	DEPTOR	DEP domain containing MTOR-interacting protein
100130196	LOC100130196	heterogeneous nuclear ribonucleoproteins C1/C2-like
9436	NCR2	natural cytotoxicity triggering receptor 2
10861	SLC26A1	solute carrier family 26 (sulfate transporter), member 1
56413	LTB4R2	leukotriene B4 receptor 2
653381	SORD2	SORD pseudogene
7062	TCHH	trichohyalin
151254	ALS2CR11	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 11
5919	RARRES2	retinoic acid receptor responder (tazarotene induced) 2
7141	TNP1	transition protein 1 (during histone to protamine replacement)
146512	FLJ30679	hypothetical protein FLJ30679
4189	DNAJB9	DnaJ (Hsp40) homolog, subfamily B, member 9
3645	INSRR	insulin receptor-related receptor
402152	RPL7L1P8	ribosomal protein L7-like 1 pseudogene 8
339669	C22orf33	chromosome 22 open reading frame 33
10669	CGREF1	cell growth regulator with EF-hand domain 1
407040	MIR34A	microRNA 34a
100126475	TRNAL-UAA	transfer RNA leucine (anticodon UAA)
54796	BNC2	basonuclin 2
83468	GLT8D2	glycosyltransferase 8 domain containing 2
5505	[No Symbol]	[No Name]
113235	SLC46A1	solute carrier family 46 (folate transporter), member 1
100130873	CARM1P1	coactivator-associated arginine methyltransferase 1 pseudogene 1
1750	DLX6	distal-less homeobox 6
79802	HHIPL2	HHIP-like 2
9420	CYP7B1	cytochrome P450, family 7, subfamily B, polypeptide 1
100130038	LOC100130038	oxysterol binding protein-like 9 pseudogene
51412	ACTL6B	actin-like 6B
353238	PADI6	peptidyl arginine deiminase, type VI
390162	OR5M9	olfactory receptor, family 5, subfamily M, member 9
26245	OR2M4	olfactory receptor, family 2, subfamily M, member 4
9919	SEC16A	SEC16 homolog A (S. cerevisiae)
9726	ZNF646	zinc finger protein 646
282890	ZNF311	zinc finger protein 311
84676	TRIM63	tripartite motif containing 63
4168	MCF2	MCF.2 cell line derived transforming sequence
389336	C5orf46	chromosome 5 open reading frame 46
120796	OR56A1	olfactory receptor, family 56, subfamily A, member 1
2046	EPHA8	EPH receptor A8
128602	C20orf85	chromosome 20 open reading frame 85
148713	PTPRVP	protein tyrosine phosphatase, receptor type, V, pseudogene
57403	RAB22A	RAB22A, member RAS oncogene family
146395	GSG1L	GSG1-like
1979	EIF4EBP2	eukaryotic translation initiation factor 4E binding protein 2
56980	PRDM10	PR domain containing 10
339834	CCDC36	coiled-coil domain containing 36
100131257	LOC100131257	zinc finger protein 655 pseudogene
6910	TBX5	T-box 5
100129302	[No Symbol]	[No Name]
7447	VSNL1	visinin-like 1
149233	IL23R	interleukin 23 receptor
56961	SHD	Src homology 2 domain containing transforming protein D
100127917	LOC100127917	heat shock protein 90kDa alpha (cytosolic), class B member 1 pseudogene
3764	KCNJ8	potassium inwardly-rectifying channel, subfamily J, member 8
127731	VWA5B1	von Willebrand factor A domain containing 5B1
1638	DCT	dopachrome tautomerase (dopachrome delta-isomerase, tyrosine-related protein 2)
81494	CFHR5	complement factor H-related 5
124817	CNTD1	cyclin N-terminal domain containing 1
100129269	LOC100129269	hypothetical LOC100129269
359774	MRPS29P2	mitochondrial ribosomal protein S29 pseudogene 2
10411	RAPGEF3	Rap guanine nucleotide exchange factor (GEF) 3
152206	CCDC13	coiled-coil domain containing 13
100133317	LOC100133317	protein dpy-19 homolog 1-like
85320	ABCC11	ATP-binding cassette, sub-family C (CFTR/MRP), member 11
388886	C22orf36	chromosome 22 open reading frame 36
140893	C20orf151	chromosome 20 open reading frame 151
25893	TRIM58	tripartite motif containing 58
3148	HMGB2	high mobility group box 2
5207	PFKFB1	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1
79645	EFCAB1	EF-hand calcium binding domain 1
83643	CCDC3	coiled-coil domain containing 3
326326	RPS2P3	ribosomal protein S2 pseudogene 3
126129	CPT1C	carnitine palmitoyltransferase 1C
388336	SHISA6	shisa homolog 6 (Xenopus laevis)
8038	ADAM12	ADAM metallopeptidase domain 12
83445	GSG1	germ cell associated 1
100128333	LOC100128333	hypothetical LOC100128333
646804	LOC646804	alkylated DNA repair protein alkB homolog 8-like
100130093	LOC100130093	hypothetical LOC100130093
10647	SCGB1D2	secretoglobin, family 1D, member 2
100128707	LOC100128707	MKI67 (FHA domain) interacting nucleolar phosphoprotein pseudogene
100130736	LOC100130736	tubulin beta-3 chain-like
80381	CD276	CD276 molecule
100129633	[No Symbol]	[No Name]
100131394	[No Symbol]	[No Name]
64420	SUSD1	sushi domain containing 1
885	CCK	cholecystokinin
55063	ZCWPW1	zinc finger, CW type with PWWP domain 1
4175	MCM6	minichromosome maintenance complex component 6
2318	FLNC	filamin C, gamma
159162	RBMY2FP	RNA binding motif protein, Y-linked, family 2, member F pseudogene
10879	SMR3B	submaxillary gland androgen regulated protein 3B
391472	LOC391472	bicaudal D homolog 1 (Drosophila) pseudogene
124995	MRPL10	mitochondrial ribosomal protein L10
10769	PLK2	polo-like kinase 2
100129163	[No Symbol]	[No Name]
146894	CD300LG	CD300 molecule-like family member g
219595	FOLH1B	folate hydrolase 1B
114794	ELFN2	extracellular leucine-rich repeat and fibronectin type III domain containing 2
100128676	LOC100128676	TBCC domain containing 1 pseudogene
286499	FAM133A	family with sequence similarity 133, member A
153579	BTNL9	butyrophilin-like 9
1630	DCC	deleted in colorectal carcinoma
117531	TMC1	transmembrane channel-like 1
374918	IGFL1	IGF-like family member 1
132014	IL17RE	interleukin 17 receptor E
84448	ABLIM2	actin binding LIM protein family, member 2
83551	TAAR8	trace amine associated receptor 8
4661	MYT1	myelin transcription factor 1
55184	C20orf12	chromosome 20 open reading frame 12
9681	DEPDC5	DEP domain containing 5
729602	LOC729602	nuclear pore complex interacting protein pseudogene
221395	GPR116	G protein-coupled receptor 116
136542	[No Symbol]	[No Name]
84663	CYorf15B	chromosome Y open reading frame 15B
26027	ACOT11	acyl-CoA thioesterase 11
3240	HP	haptoglobin
55259	CASC1	cancer susceptibility candidate 1
100130601	[No Symbol]	[No Name]
390101	LOC390101	mas-related G-protein coupled receptor member X3-like
401535	C9orf170	chromosome 9 open reading frame 170
100129697	LOC100129697	hypothetical LOC100129697
100129316	LOC100129316	hypothetical LOC100129316
79315	OR7E91P	olfactory receptor, family 7, subfamily E, member 91 pseudogene
2567	GABRG3	gamma-aminobutyric acid (GABA) A receptor, gamma 3
646021	LOC646021	hypothetical protein LOC646021
139249	FAM47DP	family with sequence similarity 47, member D (pseudogene)
6954	TCP11	t-complex 11 homolog (mouse)
353497	POLN	polymerase (DNA directed) nu
212	ALAS2	aminolevulinate, delta-, synthase 2
1300	COL10A1	collagen, type X, alpha 1
6586	SLIT3	slit homolog 3 (Drosophila)
1953	MEGF6	multiple EGF-like-domains 6
142689	ASB12	ankyrin repeat and SOCS box containing 12
7123	CLEC3B	C-type lectin domain family 3, member B
220004	C11orf66	chromosome 11 open reading frame 66
100131483	[No Symbol]	[No Name]
650794	LOC650794	hypothetical LOC650794
645355	LOC645355	hypothetical LOC645355
100131469	RPSAP62	ribosomal protein SA pseudogene 62
11076	TPPP	tubulin polymerization promoting protein
781	CACNA2D1	calcium channel, voltage-dependent, alpha 2/delta subunit 1
284498	C1orf167	chromosome 1 open reading frame 167
58472	SQRDL	sulfide quinone reductase-like (yeast)
285501	LOC285501	hypothetical LOC285501
57001	ACN9	ACN9 homolog (S. cerevisiae)
100129405	MSTO2P	misato homolog 2 pseudogene
83539	CHST9	carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 9
4319	MMP10	matrix metallopeptidase 10 (stromelysin 2)
729313	LOC729313	peptidyl-prolyl cis-trans isomerase A-like
729406	LOC729406	protein phosphatase 1 regulatory subunit 14B-like
400224	PLEKHD1	pleckstrin homology domain containing, family D (with coiled-coil domains) member 1
1809	DPYSL3	dihydropyrimidinase-like 3
10900	RUNDC3A	RUN domain containing 3A
51179	HAO2	hydroxyacid oxidase 2 (long chain)
9899	SV2B	synaptic vesicle glycoprotein 2B
387939	LOC387939	hCG2045417
5167	ENPP1	ectonucleotide pyrophosphatase/phosphodiesterase 1
10249	GLYAT	glycine-N-acyltransferase
23769	FLRT1	fibronectin leucine rich transmembrane protein 1
84302	C9orf125	chromosome 9 open reading frame 125
118424	UBE2J2	ubiquitin-conjugating enzyme E2, J2
152273	FGD5	FYVE, RhoGEF and PH domain containing 5
127602	DNAH14	dynein, axonemal, heavy chain 14
729601	[No Symbol]	[No Name]
57159	TRIM54	tripartite motif containing 54
84766	EFCAB4B	EF-hand calcium binding domain 4B
127671	LOC127671	transmembrane epididymal protein 1-like
84189	SLITRK6	SLIT and NTRK-like family, member 6
1584	CYP11B1	cytochrome P450, family 11, subfamily B, polypeptide 1
85379	KIAA1671	KIAA1671
6231	RPS26	ribosomal protein S26
154197	PNLDC1	poly(A)-specific ribonuclease (PARN)-like domain containing 1
375057	C1orf95	chromosome 1 open reading frame 95
284521	OR2L13	olfactory receptor, family 2, subfamily L, member 13
347119	LOC347119	protein C15orf2-like
246119	TTTY10	testis-specific transcript, Y-linked 10 (non-protein coding)
100130625	[No Symbol]	[No Name]
9481	SLC25A27	solute carrier family 25, member 27
